x_tsne,y_tsne,label
42.2366,68.837715,4
15.239266,0.3562893,1
53.977867,-9.371403,1
32.21539,-81.07803,4
38.149197,4.218815,1
-9.1923275,15.094561,4
18.680477,32.437733,4
-6.395311,74.87258,4
54.788074,-6.116947,1
-65.74478,-30.658382,4
-67.53283,-53.436817,3
-38.05217,20.082638,4
-38.362236,2.3379157,4
15.239266,0.3562893,1
-16.108038,-51.664875,4
11.730802,-34.166122,4
-19.81686,-61.570004,4
-7.1812396,-66.35398,4
-13.848624,23.701593,4
-34.359024,3.4892926,4
61.340477,5.8820286,1
60.482224,2.6388953,1
36.96165,-50.0577,4
-35.35851,-68.15874,4
-15.175111,-40.018444,4
-34.99889,80.966934,4
50.059265,-1.4090394,1
-56.796997,-31.99434,0
25.800652,-49.291656,4
-26.693796,-46.877045,4
-54.318314,47.563587,4
-35.568398,31.064484,4
15.239266,0.3562893,3
-64.85539,9.83792,4
-24.43693,57.355145,4
-65.23896,25.4523,4
73.518326,29.511707,1
15.239266,0.3562893,1
15.239266,0.3562893,1
15.239266,0.3562893,1
40.934937,67.862335,4
-7.7134943,-59.5442,4
-37.819122,-43.930317,4
-56.270866,-63.59386,3
-65.839806,-29.645622,4
-2.668867,-60.32159,4
15.239266,0.3562893,1
73.85348,14.447129,1
47.235443,16.1314,1
-59.75034,0.056474403,4
52.361687,50.37282,4
-33.338608,39.512856,4
-29.930473,-75.60145,3
-51.245872,-39.768536,4
-77.693954,7.8562346,4
-84.965355,31.954666,3
60.124256,-10.59312,1
-49.858883,61.793564,4
58.885464,17.668335,1
38.6724,9.014945,1
15.239266,0.3562893,1
60.182827,0.79580295,1
64.70327,-5.005089,1
4.4943795,29.043465,4
-36.502502,31.76162,4
-9.86785,3.6946611,4
-67.90647,25.731998,4
52.95923,-51.865475,4
-13.550913,-76.48358,4
-77.57761,-2.356372,4
-85.18242,14.474584,0
-11.9768,-74.71773,4
-45.739975,-51.364975,4
-37.171803,84.6613,4
-59.37697,-61.693848,3
-25.23844,-50.566216,4
-46.511875,9.092612,4
-63.804222,-12.943603,4
-6.9286036,69.05149,4
24.630184,-30.885517,4
58.621475,1.3912649,1
-62.57695,5.856503,4
-67.799866,-30.962927,4
-16.528324,43.557796,4
-73.169495,53.47542,4
50.413586,5.284774,1
-43.332397,-58.31636,4
43.456936,-53.267162,4
15.380336,45.101093,4
-23.348976,25.804495,4
-68.764015,1.9684985,4
54.17244,15.161732,1
-48.239044,0.6651788,4
-2.2261682,-62.82513,4
-24.698273,-68.11393,4
61.231804,12.917654,1
4.808909,-49.054947,4
-6.2344985,58.12549,4
24.261896,-57.03988,4
15.239266,0.3562893,1
-45.868237,5.171512,4
-12.166234,60.861946,4
25.544592,46.308907,4
-8.047027,82.94368,4
-16.418314,59.894928,4
-55.071274,-13.682805,4
15.239266,0.3562893,1
-63.1802,19.13792,4
-76.24712,11.330545,4
15.239266,0.3562893,1
-65.92068,-53.21363,3
-41.184917,60.551247,4
-46.65756,-34.646355,4
-24.09565,57.967846,4
0.10876084,36.388382,4
-4.0758777,39.96802,4
4.845981,-73.089836,4
-32.27761,-29.614542,4
-4.985326,5.1972227,4
3.769313,20.596132,4
42.751488,67.613464,4
-65.87861,42.99885,4
-16.712885,70.00385,4
-31.305052,-40.053844,4
14.678893,-27.435053,4
16.198597,44.67237,4
-55.335022,42.905144,4
-3.7971828,-65.0109,4
-13.028118,-6.559375,4
-24.891613,-71.49567,3
-21.324167,-24.620928,4
-17.998907,-27.747168,4
25.69507,88.16651,4
-0.86829656,30.668415,4
-37.835346,19.888306,4
35.65246,-43.077045,4
-63.63889,8.156835,4
61.760986,-10.812508,1
-21.77089,-64.91426,4
15.696303,47.268017,4
15.239266,0.3562893,1
18.67831,40.859,4
-8.033268,83.07097,4
15.239266,0.3562893,1
-31.019156,-72.52604,0
23.506186,48.84995,4
-76.88279,26.493076,4
50.730267,49.615437,4
-68.465256,54.404457,4
13.692304,44.115234,4
15.239266,0.3562893,1
25.69507,88.16651,3
-34.32593,9.093477,4
-25.13509,-28.250437,4
59.00343,-1.9045142,1
-57.032776,-2.451208,4
7.050288,31.94467,4
-63.14497,8.498912,4
-76.825264,9.9355755,4
-15.908234,68.95881,4
-57.534603,-61.10053,3
15.239266,0.3562893,1
15.239266,0.3562893,1
57.85082,24.78232,1
15.239266,0.3562893,1
22.900421,43.745712,4
15.239266,0.3562893,1
-27.575645,51.084503,4
15.239266,0.3562893,1
27.404106,85.0131,4
-5.110388,60.575897,4
-72.57585,15.821436,4
-6.6032453,29.51748,4
-61.25634,-17.231764,4
66.01019,1.8841298,1
28.015047,-39.30874,4
-1.366206,64.33836,4
-24.043213,45.129852,4
-66.48649,3.662496,4
-19.476204,-61.80402,4
2.0788965,59.56895,4
60.3609,-39.031975,4
-15.393315,-49.461628,4
-12.236647,-30.580694,4
-19.060678,-6.7001615,4
-33.805054,-5.7747984,4
-4.483993,53.974697,4
64.69777,4.332145,1
15.239266,0.3562893,1
17.749199,-25.936954,4
-32.943596,-53.210762,4
-57.88135,-63.828045,3
40.934937,67.862335,4
-38.45471,3.2621036,4
15.239266,0.3562893,1
15.239266,0.3562893,1
-20.80818,-76.07593,0
-4.320545,-50.34992,4
49.147003,1.3384906,1
-69.65092,14.069311,4
-19.7086,-67.021996,4
15.239266,0.3562893,1
-56.682976,37.87209,4
-64.83714,-54.092377,3
15.239266,0.3562893,1
22.829166,-42.233578,4
-29.869753,33.210915,4
-56.269142,-7.3559875,4
18.57182,48.526585,4
-40.781673,-2.6341522,4
15.239266,0.3562893,1
81.28331,26.786451,1
53.626457,4.739284,1
15.239266,0.3562893,1
15.239266,0.3562893,1
15.239266,0.3562893,1
15.239266,0.3562893,1
15.239266,0.3562893,1
51.46048,-36.559925,4
26.801863,-31.181782,4
-43.63127,-19.698193,4
53.903465,-71.119255,4
13.074985,56.74661,4
-17.733736,-60.30576,0
-24.910656,-65.43371,4
-39.228012,-57.901917,0
-44.38405,9.306096,4
-89.6044,21.057251,3
-53.85116,-11.267361,4
-59.840748,37.932903,4
-16.4867,-22.706408,4
-40.734314,1.494665,4
25.775162,-39.827633,4
27.026386,37.497803,4
-80.99576,5.938861,4
13.079733,-98.03298,4
-80.921936,5.8323836,4
-61.629494,-61.987167,3
-55.372932,-62.68215,3
-35.595245,81.2598,4
32.18019,-80.8374,4
15.239266,0.3562893,1
-51.96531,12.447024,4
-36.646465,-51.877132,4
80.90589,-6.1995687,4
53.775974,-45.466557,4
25.69507,88.16651,3
-38.36335,35.60883,4
45.950066,-77.883705,4
-22.91578,18.187796,4
15.239266,0.3562893,1
15.239266,0.3562893,1
42.2366,68.837715,4
-26.39265,-24.99054,4
1.4067787,-17.787643,4
-32.278202,-71.41903,3
53.048683,-52.058983,4
-31.015156,39.04425,4
-53.78865,47.27241,4
15.239266,0.3562893,1
25.69507,88.16651,3
-69.373344,-13.147267,4
8.855474,25.757078,4
14.337114,41.330513,4
-24.24402,-77.89487,4
-72.59685,53.354866,4
-41.503166,-5.4410887,4
-7.480203,36.83357,4
